,avg_d_mbps,avg_u_mbps,tests,devices,long,lat,location
93,108.841,40.7,57,12,144.341125488281,-38.175591822830505,POINT (144.341125488281 -38.1755918228305)
769,147.981,22.226,44,11,149.235534667969,-35.36889534403175,POINT (149.235534667969 -35.36889534403175)
1518,107.849,30.202,63,6,143.8632202148435,-37.5772357592942,POINT (143.8632202148435 -37.5772357592942)
1926,122.392,28.278,56,12,144.379577636719,-38.1669547358861,POINT (144.379577636719 -38.1669547358861)
2106,110.708,31.25,61,19,144.3466186523435,-38.13239615404856,POINT (144.3466186523435 -38.13239615404856)
2350,107.211,18.856,95,28,150.9164428710935,-33.68549634250975,POINT (150.9164428710935 -33.68549634250975)
2550,103.326,26.935,166,21,144.319152832031,-38.12375395045035,POINT (144.319152832031 -38.12375395045035)
3092,142.536,20.985,73,13,151.58660888671898,-32.9141796317638,POINT (151.586608886719 -32.9141796317638)
3279,100.07,24.355,69,21,145.258483886719,-37.981009937005254,POINT (145.258483886719 -37.98100993700525)
3359,109.505,32.062,41,14,144.34112548828102,-38.08052758740255,POINT (144.341125488281 -38.08052758740255)
3390,150.971,29.57,18,8,144.3301391601565,-38.102143965537294,POINT (144.3301391601565 -38.10214396553729)
3702,107.35,22.036,64,17,152.9818725585935,-27.23753663980185,POINT (152.9818725585935 -27.23753663980185)
4267,164.267,27.955,82,18,144.3301391601565,-38.17127340729815,POINT (144.3301391601565 -38.17127340729815)
5152,163.435,35.545,59,19,144.3301391601565,-38.093498181403646,POINT (144.3301391601565 -38.09349818140365)
5599,123.446,34.811,52,8,151.98211669921898,-27.569156145893004,POINT (151.982116699219 -27.569156145893)
5789,126.472,23.763,10,4,144.3521118164065,-38.0891749057672,POINT (144.3521118164065 -38.0891749057672)
5961,125.743,31.726,11,4,144.32464599609352,-38.162635808603746,POINT (144.3246459960935 -38.16263580860375)
6107,157.197,32.476,37,8,143.83575439453097,-37.59029513870115,POINT (143.835754394531 -37.59029513870115)
6215,115.865,165.987,13,8,145.220031738281,-37.916034307845145,POINT (145.220031738281 -37.91603430784514)
6669,114.619,16.226,3,3,144.319152832031,-38.11511072374749,POINT (144.319152832031 -38.11511072374749)
7381,141.892,28.726,102,34,145.0991821289065,-37.642509742612695,POINT (145.0991821289065 -37.6425097426127)
7476,107.101,26.332,66,23,144.3301391601565,-38.20581356614045,POINT (144.3301391601565 -38.20581356614045)
7533,123.45,32.709,27,6,138.5897827148435,-35.20298907461925,POINT (138.5897827148435 -35.20298907461925)
7562,106.91,16.281,24,8,115.6942749023435,-32.55838858362275,POINT (115.6942749023435 -32.55838858362275)
7642,122.854,33.366,72,21,144.33013916015653,-38.1151107237475,POINT (144.3301391601565 -38.1151107237475)
8063,106.873,31.592,9,6,144.36859130859347,-38.1842278862188,POINT (144.3685913085935 -38.1842278862188)
8286,107.364,28.073,326,33,144.3466186523435,-38.15399718646586,POINT (144.3466186523435 -38.15399718646586)
8373,144.521,30.109,60,10,144.34112548828097,-38.149677491629,POINT (144.341125488281 -38.149677491629)
8482,154.693,33.528,63,5,146.554870605469,-38.179909982473845,POINT (146.554870605469 -38.17990998247384)
8582,114.326,23.402,248,30,150.8505249023435,-33.7220552182895,POINT (150.8505249023435 -33.7220552182895)
8612,108.401,21.655,4,4,115.7601928710935,-32.0290347891368,POINT (115.7601928710935 -32.0290347891368)
8733,104.946,25.584,21,15,143.8467407226565,-37.551110128299406,POINT (143.8467407226565 -37.55111012829941)
8773,116.694,28.319,163,24,144.3246459960935,-38.1151107237475,POINT (144.3246459960935 -38.1151107237475)
9009,119.893,26.987,55,15,144.3521118164065,-38.12375395045036,POINT (144.3521118164065 -38.12375395045036)
9129,109.775,54.641,67,15,145.1431274414065,-38.00265570861804,POINT (145.1431274414065 -38.00265570861804)
9184,110.397,86.553,8,5,150.91094970703102,-33.68549634250975,POINT (150.910949707031 -33.68549634250975)
9269,144.346,25.13,84,22,144.357604980469,-38.240337343900954,POINT (144.357604980469 -38.24033734390095)
9303,108.58,15.462,7,3,146.780090332031,-19.298182570331598,POINT (146.780090332031 -19.2981825703316)
9330,106.4,24.476,144,29,144.335632324219,-38.149677491629,POINT (144.335632324219 -38.149677491629)
9352,114.189,21.174,17,6,130.9927368164065,-12.508984017147897,POINT (130.9927368164065 -12.5089840171479)
10108,101.013,29.533,11,5,143.8247680664065,-37.559819689969345,POINT (143.8247680664065 -37.55981968996934)
10254,119.239,25.172,153,16,150.471496582031,-34.449953584661955,POINT (150.471496582031 -34.44995358466196)
10260,136.197,22.938,18,9,151.1361694335935,-33.7905611549459,POINT (151.1361694335935 -33.7905611549459)
10755,211.825,25.968,5,2,144.3740844726565,-38.0718792463122,POINT (144.3740844726565 -38.0718792463122)
10863,139.629,17.524,252,6,144.5443725585935,-38.257593088387154,POINT (144.5443725585935 -38.25759308838715)
11245,107.101,26.572,88,19,151.5316772460935,-32.76649092999125,POINT (151.5316772460935 -32.76649092999125)
11276,115.692,23.59,26,13,151.125183105469,-33.7768643475017,POINT (151.125183105469 -33.7768643475017)
11316,114.99,24.829,51,16,138.5018920898435,-35.1670727710308,POINT (138.5018920898435 -35.1670727710308)
11424,126.563,28.521,59,21,144.3246459960935,-38.13239615404856,POINT (144.3246459960935 -38.13239615404856)
11638,112.024,25.993,34,7,143.808288574219,-37.5206186470691,POINT (143.808288574219 -37.5206186470691)
11984,136.798,31.673,60,19,150.76812744140648,-34.4907116201554,POINT (150.7681274414065 -34.4907116201554)
12131,128.626,30.062,84,13,144.3246459960935,-38.1669547358861,POINT (144.3246459960935 -38.1669547358861)
12411,110.902,108.972,575,26,151.125183105469,-33.781430193379656,POINT (151.125183105469 -33.78143019337966)
12447,117.063,21.46,73,11,144.401550292969,-38.16263580860375,POINT (144.401550292969 -38.16263580860375)
12570,112.21,31.901,9,4,145.1596069335935,-38.149677491629,POINT (145.1596069335935 -38.149677491629)
12663,152.489,32.917,61,14,144.42352294921898,-38.0242950924993,POINT (144.423522949219 -38.0242950924993)
12669,125.541,20.549,307,10,150.795593261719,-33.9456384224676,POINT (150.795593261719 -33.9456384224676)
13123,120.809,30.45,33,15,144.3521118164065,-38.17990998247385,POINT (144.3521118164065 -38.17990998247385)
13615,145.49,28.304,237,44,144.3740844726565,-38.15831662546056,POINT (144.3740844726565 -38.15831662546056)
13697,130.02,44.484,16,6,143.8412475585935,-37.555465036376454,POINT (143.8412475585935 -37.55546503637645)
13758,103.383,27.876,56,17,144.341125488281,-38.179909982473845,POINT (144.341125488281 -38.17990998247384)
14069,116.849,53.476,14,2,115.600891113281,-31.487235552695996,POINT (115.600891113281 -31.487235552696)
14109,117.376,102.644,26,12,145.0277709960935,-37.96368872135775,POINT (145.0277709960935 -37.96368872135775)
14382,144.153,24.079,292,29,145.258483886719,-38.09782120133019,POINT (145.258483886719 -38.09782120133019)
14558,112.188,21.756,50,5,150.7022094726565,-33.708347463296654,POINT (150.7022094726565 -33.70834746329665)
14697,167.242,29.131,31,8,153.1631469726565,-28.011376544465847,POINT (153.1631469726565 -28.01137654446585)
15018,110.008,27.4,89,17,144.379577636719,-38.15831662546055,POINT (144.379577636719 -38.15831662546055)
15101,141.886,34.164,36,11,144.357604980469,-38.1194324649823,POINT (144.357604980469 -38.1194324649823)
15800,117.496,29.162,94,14,144.33013916015648,-38.10646647401555,POINT (144.3301391601565 -38.10646647401555)
15855,104.42,20.034,80,21,150.845031738281,-34.0230713370833,POINT (150.845031738281 -34.0230713370833)
15879,122.572,21.333,14,8,138.4634399414065,-35.274774044000594,POINT (138.4634399414065 -35.27477404400059)
16122,101.138,22.526,15,7,144.35211181640648,-38.0718792463122,POINT (144.3521118164065 -38.0718792463122)
16142,116.432,97.348,83,36,145.0057983398435,-37.92903403040751,POINT (145.0057983398435 -37.92903403040751)
16283,100.341,29.255,73,17,144.32464599609352,-38.102143965537294,POINT (144.3246459960935 -38.10214396553729)
16348,130.568,26.701,85,19,144.39056396484347,-38.175591822830505,POINT (144.3905639648435 -38.1755918228305)
16845,124.543,27.075,15,3,143.8247680664065,-37.5815891403123,POINT (143.8247680664065 -37.5815891403123)
16898,103.534,33.058,77,13,144.3301391601565,-38.13239615404856,POINT (144.3301391601565 -38.13239615404856)
17109,140.279,15.459,101,33,145.1870727539065,-38.36534864420214,POINT (145.1870727539065 -38.36534864420214)
17449,101.982,34.947,8,4,151.454772949219,-33.378705891143504,POINT (151.454772949219 -33.3787058911435)
17463,151.288,29.695,15,8,144.385070800781,-38.16263580860375,POINT (144.385070800781 -38.16263580860375)
17566,117.891,26.119,35,9,138.754577636719,-34.608345176542,POINT (138.754577636719 -34.608345176542)
17754,227.676,22.062,1,1,142.753601074219,-37.0661359090817,POINT (142.753601074219 -37.0661359090817)
17891,107.45,21.923,134,19,149.1641235351565,-35.19401148690555,POINT (149.1641235351565 -35.19401148690555)
17895,102.489,14.829,117,36,145.1870727539065,-38.36965553554905,POINT (145.1870727539065 -38.36965553554905)
17972,211.437,34.008,29,8,144.3960571289065,-38.162635808603746,POINT (144.3960571289065 -38.16263580860375)
18080,120.615,24.479,10,6,149.0982055664065,-35.24786212637305,POINT (149.0982055664065 -35.24786212637305)
18133,200.212,25.659,29,6,148.04901123046898,-22.006721438697898,POINT (148.049011230469 -22.0067214386979)
18153,141.059,30.541,176,19,144.3466186523435,-38.07620354469335,POINT (144.3466186523435 -38.07620354469335)
18268,125.102,65.332,13,7,151.1196899414065,-33.71748620978615,POINT (151.1196899414065 -33.71748620978615)
18280,101.731,25.24,54,12,144.9618530273435,-37.53804387726625,POINT (144.9618530273435 -37.53804387726625)
18863,103.61,26.966,169,10,153.0532836914065,-26.7431575946634,POINT (153.0532836914065 -26.7431575946634)
18875,262.082,27.033,28,7,150.5648803710935,-34.82056793642321,POINT (150.5648803710935 -34.82056793642321)
19155,238.6,17.86,12,2,151.438293457031,-33.4933072319892,POINT (151.438293457031 -33.4933072319892)
19473,153.917,29.562,8,6,143.81927490234347,-37.524975336246705,POINT (143.8192749023435 -37.5249753362467)
19483,103.985,12.071,25,11,150.515441894531,-23.294333228205048,POINT (150.515441894531 -23.29433322820505)
19800,111.785,27.059,125,40,144.341125488281,-38.136716872159795,POINT (144.341125488281 -38.13671687215979)
20246,131.142,26.875,43,15,143.83575439453102,-37.52933177101229,POINT (143.835754394531 -37.52933177101229)
20355,123.69,116.788,42,19,115.7437133789065,-32.284810662658444,POINT (115.7437133789065 -32.28481066265844)
20399,189.399,37.504,28,4,117.14447021484348,-20.68675327750785,POINT (117.1444702148435 -20.68675327750785)
20413,108.077,34.037,4,3,146.033020019531,-36.01133887317735,POINT (146.033020019531 -36.01133887317735)
20538,104.22,22.022,93,12,143.852233886719,-37.5728821237406,POINT (143.852233886719 -37.5728821237406)
20802,113.862,26.143,71,19,144.385070800781,-38.175591822830505,POINT (144.385070800781 -38.1755918228305)
20819,102.848,34.049,53,8,144.357604980469,-38.12375395045035,POINT (144.357604980469 -38.12375395045035)
20890,104.742,30.748,78,30,144.3246459960935,-38.128075180142254,POINT (144.3246459960935 -38.12807518014225)
20922,109.416,23.985,83,22,143.8632202148435,-37.568528233661695,POINT (143.8632202148435 -37.5685282336617)
20978,153.551,30.853,35,17,144.385070800781,-38.15831662546055,POINT (144.385070800781 -38.15831662546055)
21085,114.023,27.558,35,12,144.34112548828102,-38.17127340729815,POINT (144.341125488281 -38.17127340729815)
21173,125.575,27.659,104,24,144.319152832031,-38.16263580860375,POINT (144.319152832031 -38.16263580860375)
21228,107.854,15.23,248,10,153.300476074219,-27.642173288402503,POINT (153.300476074219 -27.6421732884025)
21262,121.46,26.134,77,12,144.357604980469,-38.08485137443035,POINT (144.357604980469 -38.08485137443035)
21273,125.981,54.225,52,9,145.23101806640648,-37.811953827307754,POINT (145.2310180664065 -37.81195382730775)
22156,116.675,27.45,167,24,144.3466186523435,-38.0718792463122,POINT (144.3466186523435 -38.0718792463122)
22443,131.813,29.04,132,15,151.35040283203097,-33.4337334231478,POINT (151.350402832031 -33.4337334231478)
22495,124.568,25.136,50,14,144.670715332031,-37.89436299739369,POINT (144.670715332031 -37.89436299739369)
22809,112.055,25.189,98,29,144.335632324219,-38.12807518014225,POINT (144.335632324219 -38.12807518014225)
22952,107.529,36.257,4,1,144.3466186523435,-38.06322988257224,POINT (144.3466186523435 -38.06322988257224)
23061,105.972,22.603,15,4,151.218566894531,-33.9456384224676,POINT (151.218566894531 -33.9456384224676)
23092,202.378,23.657,24,6,147.351379394531,-42.84576508432506,POINT (147.351379394531 -42.84576508432506)
23131,115.403,21.1,84,23,145.0277709960935,-37.759858481314545,POINT (145.0277709960935 -37.75985848131455)
23214,171.969,25.769,20,3,116.15570068359351,-31.875225245590354,POINT (116.1557006835935 -31.87522524559035)
23236,136.73,28.027,51,17,144.319152832031,-38.15831662546055,POINT (144.319152832031 -38.15831662546055)
23385,144.835,26.334,25,6,147.25799560546898,-42.833681354514304,POINT (147.257995605469 -42.8336813545143)
23568,102.166,18.021,130,27,153.1631469726565,-27.49121761132055,POINT (153.1631469726565 -27.49121761132055)
23605,142.419,18.865,35,16,148.620300292969,-32.275522307232045,POINT (148.620300292969 -32.27552230723204)
23869,126.942,111.794,14,6,153.08624267578097,-27.432727474261455,POINT (153.086242675781 -27.43272747426145)
23999,138.185,26.725,20,11,152.7456665039065,-27.666501517640345,POINT (152.7456665039065 -27.66650151764035)
24052,102.681,21.328,21,13,151.943664550781,-27.612972270737203,POINT (151.943664550781 -27.6129722707372)
24178,102.123,75.386,9,5,114.63958740234348,-28.8133933476759,POINT (114.6395874023435 -28.8133933476759)
24347,163.929,52.289,7,3,149.1421508789065,-21.18441174019495,POINT (149.1421508789065 -21.18441174019495)
24445,115.381,32.084,25,8,144.36859130859347,-38.06755469226865,POINT (144.3685913085935 -38.06755469226865)
24476,130.612,30.488,123,15,144.341125488281,-38.07620354469335,POINT (144.341125488281 -38.07620354469335)
24502,124.256,27.549,11,4,153.108215332031,-27.89006677471155,POINT (153.108215332031 -27.89006677471155)
24633,180.135,35.667,10,3,152.795104980469,-27.681095856455556,POINT (152.795104980469 -27.68109585645556)
24962,136.093,30.24,64,10,144.3246459960935,-38.093498181403646,POINT (144.3246459960935 -38.09349818140365)
24994,109.428,26.089,89,21,144.3521118164065,-38.136716872159795,POINT (144.3521118164065 -38.13671687215979)
25142,158.507,17.863,23,5,146.560363769531,-38.179909982473845,POINT (146.560363769531 -38.17990998247384)
25162,110.445,28.685,14,8,143.8192749023435,-37.529331771012295,POINT (143.8192749023435 -37.52933177101229)
25444,100.373,14.309,13,5,145.763854980469,-17.085665852073397,POINT (145.763854980469 -17.0856658520734)
25624,106.151,21.523,77,9,145.0772094726565,-38.223077502954,POINT (145.0772094726565 -38.223077502954)
25866,116.738,19.912,31,9,145.132141113281,-38.149677491629,POINT (145.132141113281 -38.149677491629)
25982,102.284,26.606,60,17,153.020324707031,-27.364449790810806,POINT (153.020324707031 -27.36444979081081)
26286,137.63,21.309,31,6,144.71466064453102,-37.62945952924325,POINT (144.714660644531 -37.62945952924325)
26599,114.564,4.233,5,1,144.868469238281,-37.820632814320454,POINT (144.868469238281 -37.82063281432045)
26695,108.125,19.191,19,5,150.90545654296903,-34.35930894412245,POINT (150.905456542969 -34.35930894412245)
26881,125.362,26.619,69,19,144.3905639648435,-38.17127340729815,POINT (144.3905639648435 -38.17127340729815)
26934,134.374,119.329,11,7,138.5897827148435,-34.93773357255971,POINT (138.5897827148435 -34.93773357255971)
26985,106.581,17.608,36,9,153.03131103515653,-27.442477985121993,POINT (153.0313110351565 -27.44247798512199)
27268,137.216,20.046,9,3,115.97991943359348,-32.047660861000246,POINT (115.9799194335935 -32.04766086100025)
27590,107.617,26.598,20,9,144.35760498046903,-38.06755469226865,POINT (144.357604980469 -38.06755469226865)
27597,122.06,29.343,86,12,144.319152832031,-38.13239615404855,POINT (144.319152832031 -38.13239615404855)
27650,186.362,26.648,8,5,130.98175048828097,-12.47144191786215,POINT (130.981750488281 -12.47144191786215)
28152,104.444,4.779,10,1,153.4432983398435,-28.15676808319535,POINT (153.4432983398435 -28.15676808319535)
28260,104.299,19.056,13,9,144.59381103515648,-37.67295132590225,POINT (144.5938110351565 -37.67295132590225)
28338,115.897,14.631,12,5,146.4999389648435,-38.17990998247385,POINT (146.4999389648435 -38.17990998247385)
28378,187.224,30.334,15,5,144.357604980469,-38.09349818140365,POINT (144.357604980469 -38.09349818140365)
28418,119.215,25.184,30,12,144.357604980469,-38.0718792463122,POINT (144.357604980469 -38.0718792463122)
28579,153.655,25.182,127,10,151.5151977539065,-32.808053208887955,POINT (151.5151977539065 -32.80805320888796)
28650,107.64,53.257,12,5,153.0313110351565,-27.44735291746555,POINT (153.0313110351565 -27.44735291746555)
28651,116.694,22.091,45,12,144.753112792969,-37.7381412503466,POINT (144.753112792969 -37.7381412503466)
28681,123.93,22.043,38,8,150.9219360351565,-33.90917500277815,POINT (150.9219360351565 -33.90917500277815)
28700,112.749,8.872,2,2,151.5756225585935,-32.74801257363245,POINT (151.5756225585935 -32.74801257363245)
28724,133.96,22.519,8,4,130.8554077148435,-12.423165511179247,POINT (130.8554077148435 -12.42316551117925)
28877,101.598,25.578,67,14,153.080749511719,-30.356286396542902,POINT (153.080749511719 -30.3562863965429)
28898,101.754,22.022,71,20,144.341125488281,-38.240337343900954,POINT (144.341125488281 -38.24033734390095)
28940,134.972,23.748,45,20,144.709167480469,-37.963688721357755,POINT (144.709167480469 -37.96368872135776)
28978,159.089,26.211,24,13,145.763854980469,-17.0909165098767,POINT (145.763854980469 -17.0909165098767)
29123,130.905,75.424,11,4,149.718933105469,-34.72581230845725,POINT (149.718933105469 -34.72581230845725)
29277,106.367,21.496,125,23,145.170593261719,-37.781569338273,POINT (145.170593261719 -37.781569338273)
29504,106.028,23.289,82,12,144.313659667969,-38.179909982473845,POINT (144.313659667969 -38.17990998247384)
29601,115.434,21.081,39,13,143.83575439453097,-37.61205567958565,POINT (143.835754394531 -37.61205567958565)
29907,115.445,26.009,21,7,144.3960571289065,-38.17127340729815,POINT (144.3960571289065 -38.17127340729815)
29959,117.989,21.357,114,12,143.830261230469,-37.5859422667847,POINT (143.830261230469 -37.5859422667847)
30257,135.533,24.885,17,4,150.80108642578102,-33.64434901409545,POINT (150.801086425781 -33.64434901409545)
30776,135.267,30.029,80,20,144.3246459960935,-38.1194324649823,POINT (144.3246459960935 -38.1194324649823)
30835,101.351,84.713,13,10,151.020812988281,-33.831638430697,POINT (151.020812988281 -33.831638430697)
30887,124.27,90.157,32,9,145.3628540039065,-38.045928087448445,POINT (145.3628540039065 -38.04592808744844)
30956,145.005,129.665,15,5,153.080749511719,-27.457102135850498,POINT (153.080749511719 -27.4571021358505)
30989,140.785,16.408,8,8,130.866394042969,-12.385610997048552,POINT (130.866394042969 -12.38561099704855)
30995,179.665,28.94,68,6,115.96343994140649,-32.182586466862546,POINT (115.9634399414065 -32.18258646686255)
31036,104.489,25.446,70,22,145.060729980469,-37.642509742612695,POINT (145.060729980469 -37.6425097426127)
31171,132.704,22.458,26,6,130.910339355469,-12.390976258993549,POINT (130.910339355469 -12.39097625899355)
31281,206.484,25.325,95,15,138.6831665039065,-34.816058231361254,POINT (138.6831665039065 -34.81605823136125)
31345,114.002,24.031,23,9,151.44378662109347,-33.3649435630475,POINT (151.4437866210935 -33.3649435630475)
31353,104.668,31.397,17,13,143.874206542969,-37.542399548733954,POINT (143.874206542969 -37.54239954873395)
31429,162.984,37.653,9,5,143.8851928710935,-37.65555766378516,POINT (143.8851928710935 -37.65555766378516)
31707,106.964,25.002,68,11,151.5975952148435,-32.75725223109865,POINT (151.5975952148435 -32.75725223109865)
31803,144.332,30.17,37,13,143.8632202148435,-37.6077040806025,POINT (143.8632202148435 -37.6077040806025)
31885,158.676,25.695,40,8,150.757141113281,-34.00941183173365,POINT (150.757141113281 -34.00941183173365)
31963,109.157,24.722,150,31,150.80108642578097,-33.991195739440954,POINT (150.801086425781 -33.99119573944095)
32022,122.756,25.197,41,8,144.341125488281,-38.12807518014225,POINT (144.341125488281 -38.12807518014225)
32135,140.753,17.108,24,5,147.2525024414065,-42.833681354514304,POINT (147.2525024414065 -42.8336813545143)
32141,183.517,112.868,35,5,150.1309204101565,-33.5024687987342,POINT (150.1309204101565 -33.5024687987342)
32315,211.868,25.788,6,2,149.0542602539065,-35.198500404793855,POINT (149.0542602539065 -35.19850040479385)
32422,166.002,20.708,28,7,150.7846069335935,-34.481655999184,POINT (150.7846069335935 -34.481655999184)
32477,110.339,4.474,1,1,153.3169555664065,-28.069556780950652,POINT (153.3169555664065 -28.06955678095065)
32491,105.991,21.914,54,12,138.4579467773435,-35.279258494645,POINT (138.4579467773435 -35.279258494645)
32585,117.749,108.421,4,4,114.612121582031,-28.774881611970297,POINT (114.612121582031 -28.7748816119703)
32832,141.876,18.441,24,8,150.905456542969,-34.3638435081577,POINT (150.905456542969 -34.3638435081577)
32853,106.115,36.669,63,16,144.3466186523435,-38.15831662546056,POINT (144.3466186523435 -38.15831662546056)
32862,104.574,27.102,18,7,130.9707641601565,-12.508984017147897,POINT (130.9707641601565 -12.5089840171479)
33267,103.731,27.217,16,8,144.4125366210935,-37.6903409118677,POINT (144.4125366210935 -37.6903409118677)
33413,101.517,25.293,17,4,144.3301391601565,-38.0891749057672,POINT (144.3301391601565 -38.0891749057672)
33492,132.191,25.907,84,9,145.4067993164065,-36.33504064067459,POINT (145.4067993164065 -36.33504064067459)
33533,115.261,25.638,26,11,144.3740844726565,-38.06755469226865,POINT (144.3740844726565 -38.06755469226865)
33633,113.581,121.845,12,4,115.6338500976565,-33.328233378886395,POINT (115.6338500976565 -33.3282333788864)
34129,197.715,30.834,6,3,144.401550292969,-38.1842278862188,POINT (144.401550292969 -38.1842278862188)
34391,114.437,23.955,25,7,144.3740844726565,-38.1669547358861,POINT (144.3740844726565 -38.1669547358861)
34393,118.403,24.073,36,2,132.278137207031,-14.463936946233702,POINT (132.278137207031 -14.4639369462337)
34601,110.457,25.254,142,33,144.34661865234347,-38.06755469226865,POINT (144.3466186523435 -38.06755469226865)
34922,117.164,86.454,29,14,151.03729248046903,-33.8954971966502,POINT (151.037292480469 -33.8954971966502)
35098,102.086,47.339,27,13,152.8720092773435,-27.632440481376854,POINT (152.8720092773435 -27.63244048137685)
35177,151.88,29.907,30,3,146.90093994140653,-36.140092795968656,POINT (146.9009399414065 -36.14009279596866)
35284,113.479,28.552,10,7,144.3301391601565,-38.12375395045036,POINT (144.3301391601565 -38.12375395045036)
35299,167.989,21.466,53,15,150.575866699219,-34.2004447289367,POINT (150.575866699219 -34.2004447289367)
35349,263.294,23.092,11,6,153.124694824219,-30.280416238008495,POINT (153.124694824219 -30.2804162380085)
35354,105.81,32.232,17,7,144.335632324219,-38.1669547358861,POINT (144.335632324219 -38.1669547358861)
35483,114.843,21.486,12,6,151.9491577148435,-27.59350059934005,POINT (151.9491577148435 -27.59350059934005)
35532,101.351,23.272,112,12,153.1411743164065,-27.685960202786745,POINT (153.1411743164065 -27.68596020278675)
35574,117.593,29.73,62,9,144.335632324219,-38.15831662546055,POINT (144.335632324219 -38.15831662546055)
35694,127.53,29.642,55,18,144.3521118164065,-38.15399718646586,POINT (144.3521118164065 -38.15399718646586)
35697,153.638,28.985,47,4,147.29095458984352,-42.98254884088625,POINT (147.2909545898435 -42.98254884088625)
35763,100.653,21.196,34,9,137.74932861328097,-32.47037781561875,POINT (137.749328613281 -32.47037781561875)
35913,100.438,27.906,18,5,143.879699707031,-37.62945952924325,POINT (143.879699707031 -37.62945952924325)
36171,127.648,25.471,17,7,138.51837158203097,-34.5857362557483,POINT (138.518371582031 -34.5857362557483)
36216,351.102,41.341,6,2,144.363098144531,-38.08485137443035,POINT (144.363098144531 -38.08485137443035)
36243,134.836,24.427,20,8,115.749206542969,-32.525973590262254,POINT (115.749206542969 -32.52597359026225)
36317,176.49,23.196,51,7,147.1206665039065,-41.4365493914532,POINT (147.1206665039065 -41.4365493914532)
36373,194.883,45.478,69,2,144.51690673828102,-37.989669012101096,POINT (144.516906738281 -37.9896690121011)
36408,100.096,29.334,43,15,144.3466186523435,-38.08052758740256,POINT (144.3466186523435 -38.08052758740256)
36493,101.955,23.461,25,8,152.81158447265653,-27.603236867531244,POINT (152.8115844726565 -27.60323686753124)
36729,188.425,7.214,1,1,144.363098144531,-38.17127340729815,POINT (144.363098144531 -38.17127340729815)
36851,174.975,32.172,35,8,150.757141113281,-34.01396524438775,POINT (150.757141113281 -34.01396524438775)
37174,103.497,26.335,85,23,153.2455444335935,-27.79778031358365,POINT (153.2455444335935 -27.79778031358365)
37206,100.985,83.93,24,9,149.065246582031,-35.4181532346035,POINT (149.065246582031 -35.4181532346035)
37258,101.443,30.764,93,9,153.130187988281,-27.666501517640345,POINT (153.130187988281 -27.66650151764035)
37853,104.697,65.561,17,6,150.839538574219,-33.954751838072546,POINT (150.839538574219 -33.95475183807255)
37872,113.727,30.132,28,11,143.83575439453102,-37.5728821237406,POINT (143.835754394531 -37.5728821237406)
37954,112.115,24.061,13,6,152.295227050781,-24.928785455890104,POINT (152.295227050781 -24.9287854558901)
38074,121.808,21.81,38,9,144.1268920898435,-36.73668303317555,POINT (144.1268920898435 -36.73668303317555)
38084,103.756,42.059,22,4,114.62860107421902,-28.8230190580883,POINT (114.628601074219 -28.8230190580883)
38111,101.342,22.063,17,2,152.663269042969,-27.442477985121997,POINT (152.663269042969 -27.442477985122)
38216,107.153,139.862,6,2,150.9164428710935,-33.8270752630021,POINT (150.9164428710935 -33.8270752630021)
38374,105.505,155.148,10,7,138.5733032226565,-35.009752443056804,POINT (138.5733032226565 -35.0097524430568)
38388,167.301,26.372,24,7,145.066223144531,-37.616407023951496,POINT (145.066223144531 -37.6164070239515)
38414,121.108,21.876,10,5,146.802062988281,-19.30336699924185,POINT (146.802062988281 -19.30336699924185)
38723,125.034,88.356,5,2,150.8340454101565,-34.032176452857755,POINT (150.8340454101565 -34.03217645285775)
39091,209.934,26.83,8,4,138.6117553710935,-34.9107101745992,POINT (138.6117553710935 -34.9107101745992)
39171,104.723,23.54,49,10,153.10272216796903,-30.3088744318919,POINT (153.102722167969 -30.3088744318919)
39209,127.415,25.326,27,10,143.8467407226565,-37.546754965748455,POINT (143.8467407226565 -37.54675496574846)
39233,122.789,25.667,24,6,148.620300292969,-32.270877772848095,POINT (148.620300292969 -32.2708777728481)
39298,101.267,19.903,35,9,143.8412475585935,-37.6077040806025,POINT (143.8412475585935 -37.6077040806025)
39320,233.13,36.309,20,5,144.3685913085935,-38.17990998247385,POINT (144.3685913085935 -38.17990998247385)
39418,100.858,26.756,70,26,144.335632324219,-38.145357540959395,POINT (144.335632324219 -38.1453575409594)
39431,115.448,32.343,41,15,144.33013916015648,-38.128075180142254,POINT (144.3301391601565 -38.12807518014225)
39610,120.486,26.446,36,2,152.910461425781,-26.409090594589696,POINT (152.910461425781 -26.4090905945897)
39622,132.914,18.491,6,3,138.732604980469,-34.635467757048346,POINT (138.732604980469 -34.63546775704835)
39806,106.799,4.703,14,2,151.103210449219,-33.67178275326876,POINT (151.103210449219 -33.67178275326876)
39816,105.193,21.411,55,14,115.8096313476565,-32.1267793712436,POINT (115.8096313476565 -32.1267793712436)
39911,127.41,33.43,40,8,144.335632324219,-38.12375395045035,POINT (144.335632324219 -38.12375395045035)
39993,112.781,20.025,42,7,152.9598999023435,-27.1300354147625,POINT (152.9598999023435 -27.1300354147625)
40013,103.892,21.09,93,17,138.48541259765653,-35.18054324500174,POINT (138.4854125976565 -35.18054324500174)
40086,142.942,32.394,8,4,151.1416625976565,-33.7996911428192,POINT (151.1416625976565 -33.7996911428192)
40210,107.098,26.915,32,15,144.385070800781,-38.1842278862188,POINT (144.385070800781 -38.1842278862188)
